Athlete,Year,University,Time,Adjusted Time,Meet,Start Date,End Date,Time_S,apcpsfc,spfh2m,pressfc,ugrd10m,tmp2m,vgrd10m,celsius,real_days_year,adj_S,previous_time,PR,farenheit,wet_bulb,heat_index,rh2m,days_since_event
n54,FR-1,u24,14:19.3,14:19.3,m31,4/21/11,4/23/11,859,0,0.0128537,101212.9531,3.25,294.9599915,4.900000095,21.8099915,113,859,839,839,71.2579847,19.27373002,71.84625043,80.0524949,29
n222,SR-4,u19,14:42.4,14:42.4,m31,4/21/11,4/23/11,882,0,0.0128537,101212.9531,3.25,294.9599915,4.900000095,21.8099915,113,882,884,884,71.2579847,19.27373002,71.84625043,80.0524949,16
n171,JR-3,u8,15:03.6,15:03.6,m31,4/21/11,4/23/11,903,0,0.0128537,101212.9531,3.25,294.9599915,4.900000095,21.8099915,113,903,871,871,71.2579847,19.27373002,71.84625043,80.0524949,0
n201,JR-3,u45,14:05.8,14:05.8,m50,5/11/12,5/13/12,845,0,0.0109457,99533.03125,-0.819999993,290.1300049,-4.369999886,16.9800049,134,845,833,833,62.56400882,15.8601087,62.77656658,90.55652927,23
n22,SR-4,u11,14:02.6,14:02.6,m51,4/29/11,4/30/11,842,0,0.0068476,94731.14063,7.5,289.7200012,-0.949999988,16.5700012,119,842,825,825,61.82600216,11.38272499,60.30964511,55.34133475,0
n259,SR-4,u15,14:16.8,14:16.8,m52,5/11/12,5/13/12,856,0,0.0096409,101780.4922,2.75,293.75,0.769999981,20.6,134,856,872,872,69.08,16.20279228,68.74474511,65.03712999,0
n260,FR-1,u43,14:23.7,14:23.7,m52,5/11/12,5/13/12,863,0,0.0096409,101780.4922,2.75,293.75,0.769999981,20.6,134,863,859,859,69.08,16.20279228,68.74474511,65.03712999,7
n112,SO-2,u29,14:23.9,14:23.9,m52,5/11/12,5/13/12,863,0,0.0096409,101780.4922,2.75,293.75,0.769999981,20.6,134,863,847,847,69.08,16.20279228,68.74474511,65.03712999,7
n134,SO-2,u36,14:30.2,14:30.2,m52,5/11/12,5/13/12,870,0,0.0096409,101780.4922,2.75,293.75,0.769999981,20.6,134,870,879,879,69.08,16.20279228,68.74474511,65.03712999,7
n142,SR-4,u29,14:35.9,14:35.9,m52,5/11/12,5/13/12,875,0,0.0096409,101780.4922,2.75,293.75,0.769999981,20.6,134,875,883,871,69.08,16.20279228,68.74474511,65.03712999,7
n261,SR-4,u29,14:36.1,14:36.1,m52,5/11/12,5/13/12,876,0,0.0096409,101780.4922,2.75,293.75,0.769999981,20.6,134,876,876,864,69.08,16.20279228,68.74474511,65.03712999,7
n158,SO-2,u13,15:05.7,14:32.5,m53,5/9/12,5/12/12,905,0.0007,0.0061796,80625.96875,0.779999971,279.9700012,2.119999886,6.8200012,133,872,843,843,44.27600216,4.962184543,42.20908929,80.96780669,22
n29,SR-4,u13,15:09.8,14:36.3,m53,5/9/12,5/12/12,909,0.0007,0.0061796,80625.96875,0.779999971,279.9700012,2.119999886,6.8200012,133,876,839,821,44.27600216,4.962184543,42.20908929,80.96780669,13
n38,JR-3,u3,13:59.8,13:59.8,m54,4/19/13,4/20/13,839,0.032099999,0.0067788,100448.4609,2.200000048,281.8500061,3.5,8.7000061,109,839,845,838,47.66001098,8.364162552,46.7013638,97.34790891,13
n262,FR-1,u3,14:09.4,14:09.4,m54,4/19/13,4/20/13,849,0.032099999,0.0067788,100448.4609,2.200000048,281.8500061,3.5,8.7000061,109,849,853,853,47.66001098,8.364162552,46.7013638,97.34790891,13
n157,JR-3,u23,14:13.1,14:13.1,m54,4/19/13,4/20/13,853,0.032099999,0.0067788,100448.4609,2.200000048,281.8500061,3.5,8.7000061,109,853,881,851,47.66001098,8.364162552,46.7013638,97.34790891,0
n250,SR-4,u17,13:57.1,13:57.1,m55,4/17/14,4/19/14,837,0,0.0076151,98108.09375,-0.01,289.5899963,0.50999999,16.4399963,108,837,846,846,61.59199334,12.30418297,60.47177225,64.26765051,0
n263,JR-3,u7,13:59.1,13:59.1,m55,4/17/14,4/19/14,839,0,0.0076151,98108.09375,-0.01,289.5899963,0.50999999,16.4399963,108,839,848,848,61.59199334,12.30418297,60.47177225,64.26765051,0
n101,SO-2,u43,13:59.4,13:59.4,m55,4/17/14,4/19/14,839,0,0.0076151,98108.09375,-0.01,289.5899963,0.50999999,16.4399963,108,839,864,852,61.59199334,12.30418297,60.47177225,64.26765051,0
n236,SR-4,u7,14:10.0,14:10.0,m55,4/17/14,4/19/14,849,0,0.0076151,98108.09375,-0.01,289.5899963,0.50999999,16.4399963,108,849,897,897,61.59199334,12.30418297,60.47177225,64.26765051,0
n100,SR-4,u12,14:23.1,14:23.1,m56,5/3/14,5/4/14,863,0,0.0066438,100555.4609,4.679999828,283.7399902,0.159999996,10.5899902,124,863,847,847,51.06198236,8.907142577,49.82219916,84.12805451,30
n264,JR-3,u12,14:58.8,14:58.8,m56,5/3/14,5/4/14,898,0,0.0066438,100555.4609,4.679999828,283.7399902,0.159999996,10.5899902,124,898,890,890,51.06198236,8.907142577,49.82219916,84.12805451,30
n265,JR-3,u12,15:00.8,15:00.8,m56,5/3/14,5/4/14,900,0,0.0066438,100555.4609,4.679999828,283.7399902,0.159999996,10.5899902,124,900,894,894,51.06198236,8.907142577,49.82219916,84.12805451,30
n133,SO-2,u12,15:10.9,15:10.9,m56,5/3/14,5/4/14,910,0,0.0066438,100555.4609,4.679999828,283.7399902,0.159999996,10.5899902,124,910,861,857,51.06198236,8.907142577,49.82219916,84.12805451,16
n266,FR-1,u12,15:46.6,15:46.6,m56,5/3/14,5/4/14,946,0,0.0066438,100555.4609,4.679999828,283.7399902,0.159999996,10.5899902,124,946,902,902,51.06198236,8.907142577,49.82219916,84.12805451,30
n23,SR-4,u2,13:18.4,13:18.4,m57,6/11/14,6/14/14,798,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,798,823,798,51.79998902,10.76201801,51.29765525,98.24824106,13
n228,FR-1,u3,13:18.7,13:18.7,m57,6/11/14,6/14/14,798,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,798,828,826,51.79998902,10.76201801,51.29765525,98.24824106,13
n12,SR-4,u3,13:26.9,13:26.9,m57,6/11/14,6/14/14,806,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,806,828,812,51.79998902,10.76201801,51.29765525,98.24824106,13
n87,JR-3,u3,13:27.4,13:27.4,m57,6/11/14,6/14/14,807,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,807,851,825,51.79998902,10.76201801,51.29765525,98.24824106,13
n31,SR-4,u17,13:28.5,13:28.5,m57,6/11/14,6/14/14,808,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,808,853,808,51.79998902,10.76201801,51.29765525,98.24824106,13
n267,FR-1,u28,13:31.2,13:31.2,m57,6/11/14,6/14/14,811,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,811,854,854,51.79998902,10.76201801,51.29765525,98.24824106,13
n219,JR-3,u1,13:31.7,13:31.7,m57,6/11/14,6/14/14,811,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,811,852,813,51.79998902,10.76201801,51.29765525,98.24824106,13
n226,SR-4,u46,13:34.9,13:34.9,m57,6/11/14,6/14/14,814,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,814,817,806,51.79998902,10.76201801,51.29765525,98.24824106,13
n116,SR-4,u18,13:47.2,13:47.2,m57,6/11/14,6/14/14,827,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,827,828,817,51.79998902,10.76201801,51.29765525,98.24824106,13
n77,JR-3,u34,13:47.2,13:47.2,m57,6/11/14,6/14/14,827,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,827,832,827,51.79998902,10.76201801,51.29765525,98.24824106,13
n14,SR-4,u8,13:51.1,13:51.1,m57,6/11/14,6/14/14,831,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,831,854,824,51.79998902,10.76201801,51.29765525,98.24824106,13
n50,SR-4,u25,13:54.9,13:54.9,m57,6/11/14,6/14/14,834,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,834,855,823,51.79998902,10.76201801,51.29765525,98.24824106,13
n52,SR-4,u24,13:55.6,13:55.6,m57,6/11/14,6/14/14,835,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,835,852,832,51.79998902,10.76201801,51.29765525,98.24824106,13
n38,SR-4,u3,13:59.2,13:59.2,m57,6/11/14,6/14/14,839,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,839,851,811,51.79998902,10.76201801,51.29765525,98.24824106,13
n72,SR-4,u32,14:01.5,14:01.5,m57,6/11/14,6/14/14,841,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,841,844,825,51.79998902,10.76201801,51.29765525,98.24824106,13
n205,JR-3,u23,14:03.0,14:03.0,m57,6/11/14,6/14/14,843,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,843,831,831,51.79998902,10.76201801,51.29765525,98.24824106,13
n249,FR-1,u16,14:08.4,14:08.4,m57,6/11/14,6/14/14,848,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,848,851,846,51.79998902,10.76201801,51.29765525,98.24824106,13
n37,JR-3,u18,14:13.0,14:13.0,m57,6/11/14,6/14/14,852,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,852,858,807,51.79998902,10.76201801,51.29765525,98.24824106,13
n84,SR-4,u19,14:13.2,14:13.2,m57,6/11/14,6/14/14,853,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,853,843,843,51.79998902,10.76201801,51.29765525,98.24824106,40
n101,SO-2,u43,14:14.1,14:14.1,m57,6/11/14,6/14/14,854,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,854,854,839,51.79998902,10.76201801,51.29765525,98.24824106,13
n146,SO-2,u29,14:24.8,14:24.8,m57,6/11/14,6/14/14,864,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,864,851,848,51.79998902,10.76201801,51.29765525,98.24824106,13
n100,SR-4,u12,14:30.2,14:30.2,m57,6/11/14,6/14/14,870,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,870,847,846,51.79998902,10.76201801,51.29765525,98.24824106,13
n268,SO-2,u40,14:34.8,14:34.8,m57,6/11/14,6/14/14,874,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,874,853,853,51.79998902,10.76201801,51.29765525,98.24824106,13
n112,JR-3,u29,14:36.5,14:36.5,m57,6/11/14,6/14/14,876,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,876,853,844,51.79998902,10.76201801,51.29765525,98.24824106,13
n78,JR-3,u35,19:15:06,19:15:06,m57,6/11/14,6/14/14,906,0.183899999,0.0080389,99737.20313,3.329999924,284.1499939,2.50999999,10.9999939,164,906,851,841,51.79998902,10.76201801,51.29765525,98.24824106,13
n165,JR-3,u42,14:26.0,14:26.0,m58,4/30/10,5/1/10,865,0,0.0099438,98070.59375,6.170000076,295.769989,2.079999924,22.619989,120,865,848,848,72.7159802,16.96384318,72.37207108,57.11686946,14
n269,SO-2,u16,15:02.9,15:02.9,m58,4/30/10,5/1/10,902,0,0.0099438,98070.59375,6.170000076,295.769989,2.079999924,22.619989,120,902,879,879,72.7159802,16.96384318,72.37207108,57.11686946,14
n246,SR-4,u42,15:18.1,15:18.1,m58,4/30/10,5/1/10,918,0,0.0099438,98070.59375,6.170000076,295.769989,2.079999924,22.619989,120,918,897,897,72.7159802,16.96384318,72.37207108,57.11686946,14
n270,FR-1,u16,15:18.7,15:18.7,m58,4/30/10,5/1/10,918,0,0.0099438,98070.59375,6.170000076,295.769989,2.079999924,22.619989,120,918,872,872,72.7159802,16.96384318,72.37207108,57.11686946,14
n30,SR-4,u41,14:10.9,14:10.9,m59,5/10/13,5/11/13,850,0,0.0111879,98881.77344,5.820000172,295.6700134,3.420000076,22.5200134,131,850,839,825,72.53602412,17.98178769,72.55352788,65.18939042,21
n55,SO-2,u26,14:20.4,14:20.4,m59,5/10/13,5/11/13,860,0,0.0111879,98881.77344,5.820000172,295.6700134,3.420000076,22.5200134,131,860,872,872,72.53602412,17.98178769,72.55352788,65.18939042,6
n178,FR-1,u24,14:28.8,14:28.8,m59,5/10/13,5/11/13,868,0,0.0111879,98881.77344,5.820000172,295.6700134,3.420000076,22.5200134,131,868,882,865,72.53602412,17.98178769,72.55352788,65.18939042,21
n271,FR-1,u27,14:32.2,14:32.2,m59,5/10/13,5/11/13,872,0,0.0111879,98881.77344,5.820000172,295.6700134,3.420000076,22.5200134,131,872,855,855,72.53602412,17.98178769,72.55352788,65.18939042,22
n174,JR-3,u24,14:43.9,14:43.9,m59,5/10/13,5/11/13,883,0,0.0111879,98881.77344,5.820000172,295.6700134,3.420000076,22.5200134,131,883,859,848,72.53602412,17.98178769,72.55352788,65.18939042,21
n181,SO-2,u19,16:09.1,16:09.1,m59,5/10/13,5/11/13,969,0,0.0111879,98881.77344,5.820000172,295.6700134,3.420000076,22.5200134,131,969,913,877,72.53602412,17.98178769,72.55352788,65.18939042,21
n30,SR-4,u15,13:45.7,13:45.7,m7,3/25/11,3/26/11,825,1.07249999,0.0067801,100337.3438,2.779999971,282.2600098,6.869999886,9.1100098,85,825,869,864,48.39801764,8.499425284,47.38414581,94.60268957,0
n27,JR-3,u15,13:46.5,13:46.5,m7,3/25/11,3/26/11,826,1.07249999,0.0067801,100337.3438,2.779999971,282.2600098,6.869999886,9.1100098,85,826,833,833,48.39801764,8.499425284,47.38414581,94.60268957,0
n28,JR-3,u16,13:48.4,13:48.4,m7,3/25/11,3/26/11,828,1.07249999,0.0067801,100337.3438,2.779999971,282.2600098,6.869999886,9.1100098,85,828,841,836,48.39801764,8.499425284,47.38414581,94.60268957,0
n18,JR-3,u7,13:57.8,13:57.8,m7,3/25/11,3/26/11,837,1.07249999,0.0067801,100337.3438,2.779999971,282.2600098,6.869999886,9.1100098,85,837,842,842,48.39801764,8.499425284,47.38414581,94.60268957,0
n72,SO-2,u32,13:58.2,13:58.2,m7,3/25/11,3/26/11,838,1.07249999,0.0067801,100337.3438,2.779999971,282.2600098,6.869999886,9.1100098,85,838,900,842,48.39801764,8.499425284,47.38414581,94.60268957,0
n124,SR-4,u15,14:06.9,14:06.9,m7,3/25/11,3/26/11,846,1.07249999,0.0067801,100337.3438,2.779999971,282.2600098,6.869999886,9.1100098,85,846,855,844,48.39801764,8.499425284,47.38414581,94.60268957,0
n36,JR-3,u20,13:59.3,13:59.3,m27,5/11/11,5/14/11,839,0,0.0119273,98210.75781,0.75999999,294.7999878,1.679999948,21.6499878,134,839,821,821,70.96997804,18.18077528,71.18802918,72.78836884,28
n45,SO-2,u23,14:00.2,14:00.2,m27,5/11/11,5/14/11,840,0,0.0119273,98210.75781,0.75999999,294.7999878,1.679999948,21.6499878,134,840,834,834,70.96997804,18.18077528,71.18802918,72.78836884,29
n272,JR-3,u23,14:29.7,14:29.7,m27,5/11/11,5/14/11,869,0,0.0119273,98210.75781,0.75999999,294.7999878,1.679999948,21.6499878,134,869,884,884,70.96997804,18.18077528,71.18802918,72.78836884,0
n273,SR-4,u23,15:05.9,15:05.9,m27,5/11/11,5/14/11,905,0,0.0119273,98210.75781,0.75999999,294.7999878,1.679999948,21.6499878,134,905,880,880,70.96997804,18.18077528,71.18802918,72.78836884,0
n274,JR-3,u44,15:08.3,15:08.3,m27,5/11/11,5/14/11,908,0,0.0119273,98210.75781,0.75999999,294.7999878,1.679999948,21.6499878,134,908,916,916,70.96997804,18.18077528,71.18802918,72.78836884,0
n275,SR-4,u44,15:10.7,15:10.7,m27,5/11/11,5/14/11,910,0,0.0119273,98210.75781,0.75999999,294.7999878,1.679999948,21.6499878,134,910,853,853,70.96997804,18.18077528,71.18802918,72.78836884,0
n1,SR-4,u1,13:37.6,13:37.6,m60,5/12/12,5/13/12,817,0,0.0057047,100090.5313,0.50999999,287.8200073,-0.769999981,14.6700073,134,817,816,809,58.40601314,9.672741,56.53256528,55.02023033,0
n44,SR-4,u2,13:38.9,13:38.9,m60,5/12/12,5/13/12,818,0,0.0057047,100090.5313,0.50999999,287.8200073,-0.769999981,14.6700073,134,818,811,811,58.40601314,9.672741,56.53256528,55.02023033,37
n23,SO-2,u2,13:41.5,13:41.5,m60,5/12/12,5/13/12,821,0,0.0057047,100090.5313,0.50999999,287.8200073,-0.769999981,14.6700073,134,821,798,798,58.40601314,9.672741,56.53256528,55.02023033,23
n12,SO-2,u3,14:00.4,14:00.4,m60,5/12/12,5/13/12,840,0,0.0057047,100090.5313,0.50999999,287.8200073,-0.769999981,14.6700073,134,840,831,822,58.40601314,9.672741,56.53256528,55.02023033,36
n48,SR-4,u3,14:01.0,14:01.0,m60,5/12/12,5/13/12,841,0,0.0057047,100090.5313,0.50999999,287.8200073,-0.769999981,14.6700073,134,841,859,842,58.40601314,9.672741,56.53256528,55.02023033,0
n9,SR-4,u1,14:03.1,14:03.1,m60,5/12/12,5/13/12,843,0,0.0057047,100090.5313,0.50999999,287.8200073,-0.769999981,14.6700073,134,843,826,826,58.40601314,9.672741,56.53256528,55.02023033,14
n38,SO-2,u3,14:09.2,14:09.2,m60,5/12/12,5/13/12,849,0,0.0057047,100090.5313,0.50999999,287.8200073,-0.769999981,14.6700073,134,849,842,842,58.40601314,9.672741,56.53256528,55.02023033,23
n46,SR-4,u1,14:16.3,14:16.3,m60,5/12/12,5/13/12,856,0,0.0057047,100090.5313,0.50999999,287.8200073,-0.769999981,14.6700073,134,856,830,826,58.40601314,9.672741,56.53256528,55.02023033,14
n11,SR-4,u6,14:16.5,14:16.5,m60,5/12/12,5/13/12,856,0,0.0057047,100090.5313,0.50999999,287.8200073,-0.769999981,14.6700073,134,856,841,821,58.40601314,9.672741,56.53256528,55.02023033,0
n276,FR-1,u1,14:17.7,14:17.7,m60,5/12/12,5/13/12,857,0,0.0057047,100090.5313,0.50999999,287.8200073,-0.769999981,14.6700073,134,857,862,862,58.40601314,9.672741,56.53256528,55.02023033,14
n153,SR-4,u3,14:22.5,14:22.5,m60,5/12/12,5/13/12,862,0,0.0057047,100090.5313,0.50999999,287.8200073,-0.769999981,14.6700073,134,862,844,844,58.40601314,9.672741,56.53256528,55.02023033,36
n159,FR-1,u1,14:25.1,14:25.1,m60,5/12/12,5/13/12,865,0,0.0057047,100090.5313,0.50999999,287.8200073,-0.769999981,14.6700073,134,865,844,844,58.40601314,9.672741,56.53256528,55.02023033,14
n50,SO-2,u4,14:25.7,14:25.7,m60,5/12/12,5/13/12,865,0,0.0057047,100090.5313,0.50999999,287.8200073,-0.769999981,14.6700073,134,865,847,834,58.40601314,9.672741,56.53256528,55.02023033,23
n277,SR-4,u1,14:27.1,14:27.1,m60,5/12/12,5/13/12,867,0,0.0057047,100090.5313,0.50999999,287.8200073,-0.769999981,14.6700073,134,867,867,859,58.40601314,9.672741,56.53256528,55.02023033,0
n278,SO-2,u4,14:53.1,14:53.1,m60,5/12/12,5/13/12,893,0,0.0057047,100090.5313,0.50999999,287.8200073,-0.769999981,14.6700073,134,893,908,908,58.40601314,9.672741,56.53256528,55.02023033,0
n15,SR-4,u9,14:26.7,14:26.7,m61,5/8/13,5/11/13,866,0,0.0086451,101430.6719,2.619999886,289.0299988,0.769999981,15.8799988,131,866,795,795,60.58399784,13.36712629,60.01665263,78.17563846,13
n279,FR-1,u9,14:26.7,14:26.7,m61,5/8/13,5/11/13,866,0,0.0086451,101430.6719,2.619999886,289.0299988,0.769999981,15.8799988,131,866,830,830,60.58399784,13.36712629,60.01665263,78.17563846,43
n56,JR-3,u14,14:44.8,14:44.8,m61,5/8/13,5/11/13,884,0,0.0086451,101430.6719,2.619999886,289.0299988,0.769999981,15.8799988,131,884,842,842,60.58399784,13.36712629,60.01665263,78.17563846,22
n280,JR-3,u9,14:52.0,14:52.0,m61,5/8/13,5/11/13,892,0,0.0086451,101430.6719,2.619999886,289.0299988,0.769999981,15.8799988,131,892,874,874,60.58399784,13.36712629,60.01665263,78.17563846,0
n82,SR-4,u37,14:36.7,14:36.7,m62,5/10/13,5/12/13,876,0,0.0159896,101666.1484,0.379999995,303.2399902,5.079999924,30.0899902,132,876,876,843,86.16198236,24.27823292,87.35602342,61.23069832,44
n88,SR-4,u32,13:58.0,13:58.0,m55,4/17/14,4/19/14,838,0,0.0076151,98108.09375,-0.01,289.5899963,0.50999999,16.4399963,108,838,826,826,61.59199334,12.30418297,60.47177225,64.26765051,14
n112,JR-3,u29,14:04.7,14:04.7,m55,4/17/14,4/19/14,844,0,0.0076151,98108.09375,-0.01,289.5899963,0.50999999,16.4399963,108,844,893,847,61.59199334,12.30418297,60.47177225,64.26765051,0
n78,JR-3,u35,14:10.0,14:10.0,m55,4/17/14,4/19/14,849,0,0.0076151,98108.09375,-0.01,289.5899963,0.50999999,16.4399963,108,849,867,841,61.59199334,12.30418297,60.47177225,64.26765051,0
n281,SR-4,u17,14:14.9,14:14.9,m55,4/17/14,4/19/14,854,0,0.0076151,98108.09375,-0.01,289.5899963,0.50999999,16.4399963,108,854,837,837,61.59199334,12.30418297,60.47177225,64.26765051,0
n233,JR-3,u2,14:18.3,14:18.3,m55,4/17/14,4/19/14,858,0,0.0076151,98108.09375,-0.01,289.5899963,0.50999999,16.4399963,108,858,870,845,61.59199334,12.30418297,60.47177225,64.26765051,0
n133,SO-2,u12,14:21.3,14:21.3,m55,4/17/14,4/19/14,861,0,0.0076151,98108.09375,-0.01,289.5899963,0.50999999,16.4399963,108,861,857,857,61.59199334,12.30418297,60.47177225,64.26765051,14
n282,SR-4,u17,13:34.3,13:34.3,m63,4/18/13,4/20/13,814,0,0.0018814,99055.5,-1.620000005,285.6700134,-1.570000052,12.5200134,109,814,834,822,54.53602412,4.084129464,50.66044163,20.65564042,0
n75,SR-4,u33,13:43.4,13:43.4,m63,4/18/13,4/20/13,823,0,0.0018814,99055.5,-1.620000005,285.6700134,-1.570000052,12.5200134,109,823,835,835,54.53602412,4.084129464,50.66044163,20.65564042,21
n226,SR-4,u46,13:54.5,13:42.7,m64,5/16/14,5/18/14,834,0,0.0085746,90242.11719,-2.619999886,297.8100281,5.25,24.6600281,138,822,806,806,76.38805058,16.1202938,75.61040208,40.07545628,30
n116,SR-4,u18,14:44.2,0:14:32,m64,5/16/14,5/18/14,884,0,0.0085746,90242.11719,-2.619999886,297.8100281,5.25,24.6600281,138,872,817,817,76.38805058,16.1202938,75.61040208,40.07545628,30
n37,JR-3,u18,14:46.5,0:14:34,m64,5/16/14,5/18/14,886,0,0.0085746,90242.11719,-2.619999886,297.8100281,5.25,24.6600281,138,874,807,807,76.38805058,16.1202938,75.61040208,40.07545628,14
n283,SO-2,u5,14:49.4,14:36.9,m64,5/16/14,5/18/14,889,0,0.0085746,90242.11719,-2.619999886,297.8100281,5.25,24.6600281,138,876,833,833,76.38805058,16.1202938,75.61040208,40.07545628,44
n284,JR-3,u18,14:50.3,14:37.9,m64,5/16/14,5/18/14,890,0,0.0085746,90242.11719,-2.619999886,297.8100281,5.25,24.6600281,138,877,891,891,76.38805058,16.1202938,75.61040208,40.07545628,0
n160,SR-4,u18,15:04.2,14:51.7,m64,5/16/14,5/18/14,904,0,0.0085746,90242.11719,-2.619999886,297.8100281,5.25,24.6600281,138,891,902,877,76.38805058,16.1202938,75.61040208,40.07545628,0
n285,JR-3,u18,15:11.5,14:58.6,m64,5/16/14,5/18/14,911,0,0.0085746,90242.11719,-2.619999886,297.8100281,5.25,24.6600281,138,898,913,913,76.38805058,16.1202938,75.61040208,40.07545628,0
n286,SR-4,u18,15:15.2,15:02.6,m64,5/16/14,5/18/14,915,0,0.0085746,90242.11719,-2.619999886,297.8100281,5.25,24.6600281,138,902,866,866,76.38805058,16.1202938,75.61040208,40.07545628,0
n36,JR-3,u20,13:41.8,13:41.8,m65,4/15/11,4/16/11,821,0,0.0067277,99113.50781,7.849999905,290.0700073,0.50999999,16.9200073,106,821,848,842,62.45601314,11.72630381,61.01653841,55.63667992,0
n105,JR-3,u24,14:07.2,14:07.2,m25,4/5/13,4/6/13,847,0,0.0060246,100237.3438,0.730000019,283.6700134,-4.53000021,10.5200134,95,847,871,856,50.93602412,8.072836208,49.32050046,76.40157292,0
n174,JR-3,u24,14:08.3,14:08.3,m25,4/5/13,4/6/13,848,0,0.0060246,100237.3438,0.730000019,283.6700134,-4.53000021,10.5200134,95,848,871,871,50.93602412,8.072836208,49.32050046,76.40157292,0
n52,JR-3,u24,14:16.3,14:16.3,m25,4/5/13,4/6/13,856,0,0.0060246,100237.3438,0.730000019,283.6700134,-4.53000021,10.5200134,95,856,849,849,50.93602412,8.072836208,49.32050046,76.40157292,0
n229,SR-4,u13,14:42.8,0:14:00,m53,5/14/14,5/17/14,882,0,0.0065436,77683.6875,0.819999993,279.9599915,2.309999943,6.8099915,137,840,813,809,44.2579847,5.10521591,42.26904253,82.66509267,29
n232,SR-4,u13,14:43.9,0:14:01,m53,5/14/14,5/17/14,883,0,0.0065436,77683.6875,0.819999993,279.9599915,2.309999943,6.8099915,137,841,834,834,44.2579847,5.10521591,42.26904253,82.66509267,13
n218,JR-3,u13,14:47.3,14:04.8,m53,5/14/14,5/17/14,887,0,0.0065436,77683.6875,0.819999993,279.9599915,2.309999943,6.8099915,137,844,848,846,44.2579847,5.10521591,42.26904253,82.66509267,13
n17,SO-2,u6,13:50.6,13:50.6,m33,5/13/11,5/15/11,830,0,0.0068628,97384.14063,4.949999809,289.3800049,-6.380000114,16.2300049,133,830,814,814,61.21400882,11.42193792,59.77390134,58.26577954,12
n49,SR-4,u6,14:00.0,14:00.0,m33,5/13/11,5/15/11,840,0,0.0068628,97384.14063,4.949999809,289.3800049,-6.380000114,16.2300049,133,840,824,824,61.21400882,11.42193792,59.77390134,58.26577954,28
n41,JR-3,u5,14:00.3,14:00.3,m33,5/13/11,5/15/11,840,0,0.0068628,97384.14063,4.949999809,289.3800049,-6.380000114,16.2300049,133,840,820,820,61.21400882,11.42193792,59.77390134,58.26577954,12
n11,JR-3,u6,14:02.9,14:02.9,m33,5/13/11,5/15/11,842,0,0.0068628,97384.14063,4.949999809,289.3800049,-6.380000114,16.2300049,133,842,821,821,61.21400882,11.42193792,59.77390134,58.26577954,12
n183,SO-2,u5,14:07.0,14:07.0,m33,5/13/11,5/15/11,847,0,0.0068628,97384.14063,4.949999809,289.3800049,-6.380000114,16.2300049,133,847,831,831,61.21400882,11.42193792,59.77390134,58.26577954,12
n13,SO-2,u5,14:17.7,14:17.7,m33,5/13/11,5/15/11,857,0,0.0068628,97384.14063,4.949999809,289.3800049,-6.380000114,16.2300049,133,857,824,824,61.21400882,11.42193792,59.77390134,58.26577954,12
n287,JR-3,u6,14:22.3,14:22.3,m33,5/13/11,5/15/11,862,0,0.0068628,97384.14063,4.949999809,289.3800049,-6.380000114,16.2300049,133,862,865,865,61.21400882,11.42193792,59.77390134,58.26577954,28
n229,JR-3,u13,14:30.0,14:30.0,m53,5/8/13,5/11/13,870,0,0.0022759,93128.61719,2.359999895,297.3800049,2.420000076,24.2300049,131,870,809,809,75.61400882,9.77138354,73.40480714,11.26377518,13
